clip_a4eefa988.wav,silence
clip_a5234be36.wav,silence
clip_7bb71b7d4.wav,'
clip_8e7d5b14a.wav,silence
clip_214571eeb.wav,silence
clip_10353efb8.wav,silence
clip_96ea43db6.wav,silence
clip_88efc8a4b.wav,silence
clip_2306524ae.wav,silence
clip_d4f9d012f.wav,silence
clip_ed71421f7.wav,silence
clip_cf48d0b59.wav,silence
clip_e3b32b965.wav,silence
clip_4974e38c5.wav,silence
clip_5f3e2075e.wav,silence
clip_33c985f3b.wav,silence
clip_afd8074ba.wav,silence
clip_5077483c5.wav,silence
clip_113b98e07.wav,'
clip_02bf4130c.wav,silence
clip_6addd82a8.wav,silence
clip_42fd3f729.wav,silence
clip_fcbad6bd8.wav,on'
clip_8000fa8bb.wav,silence
clip_d94dc6f19.wav,silence
clip_498d2e2db.wav,yes'
clip_b2f778d5c.wav,silence
clip_20e620ac5.wav,silence
clip_ffc8cf2f9.wav,yes
clip_4a60d1429.wav,silence
clip_a3e509516.wav,silence
clip_8f8c12e8a.wav,silence
clip_2544f8458.wav,silence
clip_5b97f60c6.wav,on'
clip_4cf3a5b15.wav,silence
clip_ed9a69343.wav,silence
clip_1c1051910.wav,silence
clip_2daa24f1a.wav,one
clip_b39489df7.wav,silence
clip_33c7c8deb.wav,silence
clip_1dec39419.wav,silence
clip_0e07254f3.wav,on'
clip_251291ad1.wav,silence
clip_7a8a4fa60.wav,silence
clip_f1bb88c0a.wav,silence
clip_131126d1c.wav,do
clip_3a8136af7.wav,silence
clip_77f2d1c82.wav,on'
clip_29ea913b2.wav,silence
clip_38551c81c.wav,silence
clip_33d3d8b14.wav,silence
clip_dd8843277.wav,silence
clip_3190e4cb6.wav,silence
clip_046e01231.wav,silence
clip_c13707866.wav,no'
clip_14b400b36.wav,silence
clip_395bb2fd4.wav,silence
clip_f85d506de.wav,silence
clip_3a18e4941.wav,silence
clip_467c3e45f.wav,silence
clip_c984b7abc.wav,silence
clip_797ece78b.wav,silence
clip_c6d1e4997.wav,off
clip_b1e27b8bf.wav,silence
clip_2eace0270.wav,silence
clip_ce52f8bc8.wav,silence
clip_51b4d7e8b.wav,silence
clip_7beb5a5c3.wav,silence
clip_2fff6fc39.wav,silence
clip_ad98d8c8c.wav,silence
clip_ce65a1b2f.wav,silence
clip_467816b4d.wav,silence
clip_97e583ad0.wav,nine
clip_161283a3e.wav,silence
clip_c359bac58.wav,silence
clip_6aa95bc88.wav,silence
clip_5b5327192.wav,silence
clip_66f1c43a2.wav,'
clip_55d2c848b.wav,silence
clip_b809c8944.wav,silence
clip_9ffb38610.wav,'
clip_52e2a463b.wav,'
clip_1dc0afa5c.wav,silence
clip_4fcb1e4ac.wav,silence
clip_3c090b93e.wav,silence
clip_3a6dbfcc7.wav,silence
clip_fbe4e16a9.wav,silence
clip_3f657fc6c.wav,silence
clip_245d2f986.wav,silence
clip_4588d0c5d.wav,silence
clip_1fa8cb636.wav,silence
clip_d0f74f213.wav,left
clip_e6d65b01f.wav,off
clip_65e54d606.wav,silence
clip_c5ac15b2c.wav,no
clip_ba86f7c1a.wav,on'
clip_479f38f5c.wav,'
clip_40185e070.wav,silence
clip_8b07b263d.wav,silence
clip_a3f50f369.wav,silence
clip_9661c61ed.wav,silence
clip_900f6476c.wav,silence
clip_7ba43edaf.wav,silence
clip_f97cc2b69.wav,silence
clip_5f7735a9d.wav,#
